Orthogroup	Prai	Praa
OG0000565	Prai.g_00589	Praa.g_00562
OG0000566	Prai.g_00592	Praa.g_00564
OG0000567	Prai.g_00596	Praa.g_00568
OG0000568	Prai.g_00597	Praa.g_00569
OG0000569	Prai.g_00598	Praa.g_00570
OG0000570	Prai.g_00599	Praa.g_00571
OG0000571	Prai.g_00601	Praa.g_00573
OG0000572	Prai.g_00614	Praa.g_00586
OG0000573	Prai.g_00620	Praa.g_00592
OG0000574	Prai.g_00621	Praa.g_00593
OG0000575	Prai.g_00625	Praa.g_00597
OG0000576	Prai.g_00627	Praa.g_00599
OG0000577	Prai.g_00628	Praa.g_00600
OG0000578	Prai.g_00629	Praa.g_00601
OG0000579	Prai.g_00630	Praa.g_00602
OG0000580	Prai.g_00631	Praa.g_00603
OG0000581	Prai.g_00633	Praa.g_00605
OG0000582	Prai.g_00636	Praa.g_00608
OG0000583	Prai.g_00637	Praa.g_00609
OG0000584	Prai.g_00638	Praa.g_00610
OG0000585	Prai.g_00640	Praa.g_00612
OG0000586	Prai.g_00641	Praa.g_00613
OG0000587	Prai.g_00642	Praa.g_00614
OG0000588	Prai.g_00646	Praa.g_00618
OG0000589	Prai.g_00650	Praa.g_00621
OG0000590	Prai.g_00651	Praa.g_00622
OG0000591	Prai.g_00654	Praa.g_00625
OG0000592	Prai.g_00655	Praa.g_00626
OG0000593	Prai.g_00661	Praa.g_00632
OG0000594	Prai.g_00662	Praa.g_00633
OG0000595	Prai.g_00663	Praa.g_00634
OG0000596	Prai.g_00667	Praa.g_00638
OG0000597	Prai.g_00669	Praa.g_00640
OG0000598	Prai.g_00670	Praa.g_00641
OG0000599	Prai.g_00673	Praa.g_00644
OG0000600	Prai.g_00674	Praa.g_00645
OG0000601	Prai.g_00675	Praa.g_00646
OG0000602	Prai.g_00677	Praa.g_00648
OG0000603	Prai.g_00678	Praa.g_00649
OG0000604	Prai.g_00679	Praa.g_00650
OG0000605	Prai.g_00680	Praa.g_00651
OG0000606	Prai.g_00683	Praa.g_00654
OG0000607	Prai.g_00686	Praa.g_00657
OG0000608	Prai.g_00687	Praa.g_00658
OG0000609	Prai.g_00688	Praa.g_00659
OG0000610	Prai.g_00693	Praa.g_00664
OG0000611	Prai.g_00696	Praa.g_00667
OG0000612	Prai.g_00697	Praa.g_00668
OG0000613	Prai.g_00702	Praa.g_00673
OG0000614	Prai.g_00721	Praa.g_00692
OG0000615	Prai.g_00729	Praa.g_00700
OG0000616	Prai.g_00732	Praa.g_00704
OG0000617	Prai.g_00754	Praa.g_00717
OG0000618	Prai.g_00755	Praa.g_00718
OG0000619	Prai.g_00756	Praa.g_00719
OG0000620	Prai.g_00759	Praa.g_00722
OG0000621	Prai.g_00760	Praa.g_00723
OG0000622	Prai.g_00761	Praa.g_00724
OG0000623	Prai.g_00762	Praa.g_00725
OG0000624	Prai.g_00763	Praa.g_00726
OG0000625	Prai.g_00764	Praa.g_00727
OG0000626	Prai.g_00765	Praa.g_00728
OG0000627	Prai.g_00766	Praa.g_00729
OG0000628	Prai.g_00767	Praa.g_00730
OG0000629	Prai.g_00768	Praa.g_00731
OG0000630	Prai.g_00771	Praa.g_00734
OG0000631	Prai.g_00857	Praa.g_00794
OG0000632	Prai.g_00856	Praa.g_00795
OG0000633	Prai.g_00855	Praa.g_00796
OG0000634	Prai.g_00852	Praa.g_00799
OG0000635	Prai.g_00851	Praa.g_00800
OG0000636	Prai.g_00849	Praa.g_00802
OG0000637	Prai.g_00847	Praa.g_00804
OG0000638	Prai.g_00846	Praa.g_00805
OG0000639	Prai.g_00845	Praa.g_00806
OG0000640	Prai.g_00844	Praa.g_00807
OG0000641	Prai.g_00839	Praa.g_00812
OG0000642	Prai.g_00838	Praa.g_00813
OG0000643	Prai.g_00837	Praa.g_00814
OG0000644	Prai.g_00836	Praa.g_00815
OG0000645	Prai.g_00835	Praa.g_00816
OG0000646	Prai.g_00833	Praa.g_00818
OG0000647	Prai.g_00832	Praa.g_00819
OG0000648	Prai.g_00830	Praa.g_00821
OG0000649	Prai.g_00829	Praa.g_00822
OG0000650	Prai.g_00828	Praa.g_00823
OG0000651	Prai.g_00827	Praa.g_00824
OG0000652	Prai.g_00826	Praa.g_00825
OG0000653	Prai.g_00824	Praa.g_00827
OG0000654	Prai.g_00823	Praa.g_00828
OG0000655	Prai.g_00822	Praa.g_00829
OG0000656	Prai.g_00819	Praa.g_00832
OG0000657	Prai.g_00811	Praa.g_00840
OG0000658	Prai.g_00810	Praa.g_00841
OG0000659	Prai.g_00809	Praa.g_00842
OG0000660	Prai.g_00805	Praa.g_00846
OG0000661	Prai.g_00803	Praa.g_00848
OG0000662	Prai.g_00801	Praa.g_00850
OG0000663	Prai.g_00799	Praa.g_00852
OG0000664	Prai.g_00798	Praa.g_00853
OG0000665	Prai.g_00794	Praa.g_00857
OG0000666	Prai.g_00793	Praa.g_00858
OG0000667	Prai.g_00789	Praa.g_00862
OG0000668	Prai.g_01060	Praa.g_00892
OG0000669	Prai.g_01054	Praa.g_00899
OG0000670	Prai.g_01052	Praa.g_00901
OG0000671	Prai.g_01050	Praa.g_00903
OG0000672	Prai.g_01048	Praa.g_00905
OG0000673	Prai.g_01045	Praa.g_00908
OG0000674	Prai.g_01043	Praa.g_00910
OG0000675	Prai.g_01042	Praa.g_00911
OG0000676	Prai.g_01040	Praa.g_00913
OG0000677	Prai.g_01039	Praa.g_00914
OG0000678	Prai.g_01037	Praa.g_00916
OG0000679	Prai.g_01033	Praa.g_00920
OG0000680	Prai.g_01032	Praa.g_00921
OG0000681	Prai.g_01030	Praa.g_00923
OG0000682	Prai.g_01029	Praa.g_00924
OG0000683	Prai.g_01028	Praa.g_00925
OG0000684	Prai.g_01027	Praa.g_00926
OG0000685	Prai.g_01025	Praa.g_00928
OG0000686	Prai.g_01024	Praa.g_00929
OG0000687	Prai.g_01023	Praa.g_00930
OG0000688	Prai.g_01020	Praa.g_00933
OG0000689	Prai.g_01019	Praa.g_00934
OG0000690	Prai.g_01018	Praa.g_00935
OG0000691	Prai.g_01017	Praa.g_00936
OG0000692	Prai.g_01015	Praa.g_00938
OG0000693	Prai.g_01014	Praa.g_00939
OG0000694	Prai.g_01013	Praa.g_00940
OG0000695	Prai.g_01011	Praa.g_00942
OG0000696	Prai.g_01010	Praa.g_00943
OG0000697	Prai.g_01009	Praa.g_00944
OG0000698	Prai.g_01006	Praa.g_00947
OG0000699	Prai.g_01005	Praa.g_00948
OG0000700	Prai.g_01004	Praa.g_00949
OG0000701	Prai.g_01003	Praa.g_00950
OG0000702	Prai.g_01001	Praa.g_00952
OG0000703	Prai.g_01000	Praa.g_00953
OG0000704	Prai.g_00999	Praa.g_00954
OG0000705	Prai.g_00995	Praa.g_00958
OG0000706	Prai.g_00994	Praa.g_00959
OG0000707	Prai.g_00993	Praa.g_00960
OG0000708	Prai.g_00992	Praa.g_00961
OG0000709	Prai.g_00988	Praa.g_00965
OG0000710	Prai.g_00985	Praa.g_00968
OG0000711	Prai.g_00968	Praa.g_00985
OG0000712	Prai.g_00966	Praa.g_00987
OG0000713	Prai.g_00965	Praa.g_00988
OG0000714	Prai.g_00964	Praa.g_00989
OG0000715	Prai.g_00962	Praa.g_00991
OG0000716	Prai.g_00960	Praa.g_00993
OG0000717	Prai.g_00959	Praa.g_00994
OG0000718	Prai.g_00948	Praa.g_01008
OG0000719	Prai.g_00946	Praa.g_01010
OG0000720	Prai.g_00938	Praa.g_01019
OG0000721	Prai.g_00936	Praa.g_01021
OG0000722	Prai.g_00935	Praa.g_01022
OG0000723	Prai.g_00932	Praa.g_01025
OG0000724	Prai.g_00923	Praa.g_01034
OG0000725	Prai.g_00917	Praa.g_01040
OG0000726	Prai.g_00916	Praa.g_01041
OG0000727	Prai.g_00915	Praa.g_01042
OG0000728	Prai.g_00913	Praa.g_01044
OG0000729	Prai.g_01109	Praa.g_01091
OG0000730	Prai.g_01113	Praa.g_01095
OG0000731	Prai.g_01117	Praa.g_01099
OG0000732	Prai.g_01126	Praa.g_01109
OG0000733	Prai.g_01144	Praa.g_01128
OG0000734	Prai.g_01157	Praa.g_01145
OG0000735	Prai.g_01159	Praa.g_01147
OG0000736	Prai.g_01160	Praa.g_01148
OG0000737	Prai.g_01161	Praa.g_01149
OG0000738	Prai.g_01165	Praa.g_01153
OG0000739	Prai.g_01166	Praa.g_01154
OG0000740	Prai.g_01167	Praa.g_01155
OG0000741	Prai.g_01168	Praa.g_01156
OG0000742	Prai.g_01170	Praa.g_01158
OG0000743	Prai.g_01172	Praa.g_01160
OG0000744	Prai.g_01173	Praa.g_01161
OG0000745	Prai.g_01174	Praa.g_01162
OG0000746	Prai.g_01176	Praa.g_01164
OG0000747	Prai.g_01177	Praa.g_01165
OG0000748	Prai.g_01180	Praa.g_01168
OG0000749	Prai.g_01181	Praa.g_01169
OG0000750	Prai.g_01182	Praa.g_01170
OG0000751	Prai.g_01184	Praa.g_01172
OG0000752	Prai.g_01186	Praa.g_01174
OG0000753	Prai.g_01189	Praa.g_01177
OG0000754	Prai.g_01192	Praa.g_01180
OG0000755	Prai.g_01196	Praa.g_01183
OG0000756	Prai.g_01197	Praa.g_01184
OG0000757	Prai.g_01204	Praa.g_01190
OG0000758	Prai.g_01205	Praa.g_01191
OG0000759	Prai.g_01206	Praa.g_01192
OG0000760	Prai.g_01207	Praa.g_01193
OG0000761	Prai.g_01208	Praa.g_01194
OG0000762	Prai.g_01209	Praa.g_01195
OG0000763	Prai.g_01211	Praa.g_01197
OG0000764	Prai.g_01212	Praa.g_01198
OG0000765	Prai.g_01221	Praa.g_01207
OG0000766	Prai.g_01222	Praa.g_01208
OG0000767	Prai.g_01224	Praa.g_01210
OG0000768	Prai.g_01225	Praa.g_01211
OG0000769	Prai.g_01227	Praa.g_01213
OG0000770	Prai.g_01229	Praa.g_01215
OG0000771	Prai.g_01238	Praa.g_01224
OG0000772	Prai.g_01310	Praa.g_01290
OG0000773	Prai.g_01325	Praa.g_01309
OG0000774	Prai.g_01327	Praa.g_01311
OG0000775	Prai.g_01330	Praa.g_01313
OG0000776	Prai.g_01331	Praa.g_01314
OG0000777	Prai.g_01332	Praa.g_01315
OG0000778	Prai.g_01333	Praa.g_01316
OG0000779	Prai.g_01337	Praa.g_01320
OG0000780	Prai.g_01338	Praa.g_01321
OG0000781	Prai.g_01341	Praa.g_01324
OG0000782	Prai.g_01342	Praa.g_01325
OG0000783	Prai.g_01343	Praa.g_01326
OG0000784	Prai.g_01344	Praa.g_01327
OG0000785	Prai.g_01346	Praa.g_01329
OG0000786	Prai.g_01348	Praa.g_01331
OG0000787	Prai.g_01349	Praa.g_01332
OG0000788	Prai.g_01358	Praa.g_01353
OG0000789	Prai.g_01360	Praa.g_01356
OG0000790	Prai.g_01375	Praa.g_01371
OG0000791	Prai.g_01377	Praa.g_01373
OG0000792	Prai.g_01378	Praa.g_01374
OG0000793	Prai.g_01381	Praa.g_01377
OG0000794	Prai.g_01382	Praa.g_01378
OG0000795	Prai.g_01383	Praa.g_01379
OG0000796	Prai.g_01387	Praa.g_01383
OG0000797	Prai.g_01388	Praa.g_01384
OG0000798	Prai.g_01395	Praa.g_01412
OG0000799	Prai.g_01445	Praa.g_01458
OG0000800	Prai.g_01446	Praa.g_01459
OG0000801	Prai.g_01447	Praa.g_01460
OG0000802	Prai.g_01449	Praa.g_01462
OG0000803	Prai.g_01451	Praa.g_01464
OG0000804	Prai.g_01452	Praa.g_01465
OG0000805	Prai.g_01454	Praa.g_01467
OG0000806	Prai.g_01456	Praa.g_01469
OG0000807	Prai.g_01457	Praa.g_01470
OG0000808	Prai.g_01458	Praa.g_01471
OG0000809	Prai.g_01461	Praa.g_01474
OG0000810	Prai.g_01462	Praa.g_01475
OG0000811	Prai.g_01466	Praa.g_01479
OG0000812	Prai.g_01468	Praa.g_01481
OG0000813	Prai.g_01469	Praa.g_01482
OG0000814	Prai.g_01471	Praa.g_01484
OG0000815	Prai.g_01472	Praa.g_01485
OG0000816	Prai.g_01474	Praa.g_01487
OG0000817	Prai.g_01475	Praa.g_01488
OG0000818	Prai.g_01480	Praa.g_01493
OG0000819	Prai.g_01481	Praa.g_01494
OG0000820	Prai.g_01482	Praa.g_01495
OG0000821	Prai.g_01485	Praa.g_01499
OG0000822	Prai.g_01486	Praa.g_01500
OG0000823	Prai.g_01487	Praa.g_01501
OG0000824	Prai.g_01490	Praa.g_01504
OG0000825	Prai.g_01491	Praa.g_01505
OG0000826	Prai.g_01492	Praa.g_01506
OG0000827	Prai.g_01493	Praa.g_01507
OG0000828	Prai.g_01496	Praa.g_01510
OG0000829	Prai.g_01497	Praa.g_01511
OG0000830	Prai.g_01498	Praa.g_01512
OG0000831	Prai.g_01500	Praa.g_01514
OG0000832	Prai.g_01505	Praa.g_01520
OG0000833	Prai.g_01514	Praa.g_01528
OG0000834	Prai.g_01515	Praa.g_01529
OG0000835	Prai.g_01516	Praa.g_01530
OG0000836	Prai.g_01517	Praa.g_01531
OG0000837	Prai.g_01518	Praa.g_01532
OG0000838	Prai.g_01520	Praa.g_01534
OG0000839	Prai.g_01521	Praa.g_01535
OG0000840	Prai.g_01522	Praa.g_01536
OG0000841	Prai.g_01523	Praa.g_01537
OG0000842	Prai.g_01524	Praa.g_01538
OG0000843	Prai.g_01525	Praa.g_01539
OG0000844	Prai.g_01526	Praa.g_01541
OG0000845	Prai.g_01527	Praa.g_01542
OG0000846	Prai.g_01528	Praa.g_01543
OG0000847	Prai.g_01529	Praa.g_01544
OG0000848	Prai.g_01530	Praa.g_01545
OG0000849	Prai.g_01531	Praa.g_01546
OG0000850	Prai.g_01533	Praa.g_01548
OG0000851	Prai.g_01534	Praa.g_01549
OG0000852	Prai.g_01535	Praa.g_01550
OG0000853	Prai.g_01539	Praa.g_01554
OG0000854	Prai.g_01541	Praa.g_01556
OG0000855	Prai.g_01542	Praa.g_01557
OG0000856	Prai.g_01558	Praa.g_01572
OG0000857	Prai.g_01597	Praa.g_01600
OG0000858	Prai.g_01632	Praa.g_01629
OG0000859	Prai.g_01633	Praa.g_01630
OG0000860	Prai.g_01640	Praa.g_01637
OG0000861	Prai.g_01641	Praa.g_01638
OG0000862	Prai.g_01642	Praa.g_01639
OG0000863	Prai.g_01644	Praa.g_01641
OG0000864	Prai.g_01645	Praa.g_01642
OG0000865	Prai.g_01646	Praa.g_01643
OG0000866	Prai.g_01647	Praa.g_01644
OG0000867	Prai.g_01648	Praa.g_01645
OG0000868	Prai.g_01649	Praa.g_01646
OG0000869	Prai.g_01653	Praa.g_01650
OG0000870	Prai.g_01658	Praa.g_01655
OG0000871	Prai.g_01659	Praa.g_01656
OG0000872	Prai.g_01660	Praa.g_01657
OG0000873	Prai.g_01663	Praa.g_01660
OG0000874	Prai.g_01666	Praa.g_01663
OG0000875	Prai.g_01667	Praa.g_01665
OG0000876	Prai.g_01668	Praa.g_01666
OG0000877	Prai.g_01670	Praa.g_01668
OG0000878	Prai.g_01671	Praa.g_01669
OG0000879	Prai.g_01672	Praa.g_01670
OG0000880	Prai.g_01673	Praa.g_01671
OG0000881	Prai.g_01677	Praa.g_01675
OG0000882	Prai.g_01682	Praa.g_01680
OG0000883	Prai.g_01683	Praa.g_01682
OG0000884	Prai.g_01685	Praa.g_01684
OG0000885	Prai.g_01686	Praa.g_01685
OG0000886	Prai.g_01687	Praa.g_01686
OG0000887	Prai.g_01688	Praa.g_01687
OG0000888	Prai.g_01690	Praa.g_01689
OG0000889	Prai.g_01692	Praa.g_01691
OG0000890	Prai.g_01693	Praa.g_01692
OG0000891	Prai.g_01694	Praa.g_01693
OG0000892	Prai.g_01696	Praa.g_01695
OG0000893	Prai.g_01701	Praa.g_01699
OG0000894	Prai.g_01703	Praa.g_01701
OG0000895	Prai.g_01706	Praa.g_01704
OG0000896	Prai.g_01707	Praa.g_01705
OG0000897	Prai.g_01709	Praa.g_01707
OG0000898	Prai.g_01710	Praa.g_01708
OG0000899	Prai.g_01711	Praa.g_01709
OG0000900	Prai.g_01712	Praa.g_01710
OG0000901	Prai.g_01715	Praa.g_01713
OG0000902	Prai.g_01717	Praa.g_01715
OG0000903	Prai.g_01720	Praa.g_01718
OG0000904	Prai.g_01722	Praa.g_01720
OG0000905	Prai.g_01727	Praa.g_01725
OG0000906	Prai.g_01728	Praa.g_01726
OG0000907	Prai.g_01734	Praa.g_01733
OG0000908	Prai.g_01737	Praa.g_01736
OG0000909	Prai.g_01738	Praa.g_01737
OG0000910	Prai.g_01739	Praa.g_01738
OG0000911	Prai.g_01741	Praa.g_01740
OG0000912	Prai.g_01742	Praa.g_01741
OG0000913	Prai.g_01743	Praa.g_01742
OG0000914	Prai.g_01744	Praa.g_01743
OG0000915	Prai.g_01746	Praa.g_01744
OG0000916	Prai.g_01747	Praa.g_01745
OG0000917	Prai.g_01748	Praa.g_01746
OG0000918	Prai.g_01749	Praa.g_01747
OG0000919	Prai.g_01750	Praa.g_01748
OG0000920	Prai.g_01751	Praa.g_01749
OG0000921	Prai.g_01752	Praa.g_01750
OG0000922	Prai.g_01753	Praa.g_01751
OG0000923	Prai.g_01757	Praa.g_01755
OG0000924	Prai.g_01758	Praa.g_01756
OG0000925	Prai.g_01759	Praa.g_01757
OG0000926	Prai.g_01760	Praa.g_01758
OG0000927	Prai.g_01762	Praa.g_01760
OG0000928	Prai.g_01763	Praa.g_01761
OG0000929	Prai.g_01764	Praa.g_01762
OG0000930	Prai.g_01765	Praa.g_01763
OG0000931	Prai.g_01766	Praa.g_01764
OG0000932	Prai.g_01767	Praa.g_01765
OG0000933	Prai.g_01776	Praa.g_01769
OG0000934	Prai.g_01778	Praa.g_01771
OG0000935	Prai.g_01779	Praa.g_01772
OG0000936	Prai.g_01780	Praa.g_01773
OG0000937	Prai.g_01781	Praa.g_01774
OG0000938	Prai.g_01783	Praa.g_01776
OG0000939	Prai.g_01784	Praa.g_01777
OG0000940	Prai.g_01791	Praa.g_01784
OG0000941	Prai.g_01793	Praa.g_01786
OG0000942	Prai.g_01795	Praa.g_01788
OG0000943	Prai.g_01796	Praa.g_01789
OG0000944	Prai.g_01797	Praa.g_01790
OG0000945	Prai.g_01798	Praa.g_01791
OG0000946	Prai.g_01802	Praa.g_01796
OG0000947	Prai.g_01804	Praa.g_01798
OG0000948	Prai.g_01805	Praa.g_01799
OG0000949	Prai.g_01808	Praa.g_01802
OG0000950	Prai.g_01813	Praa.g_01807
OG0000951	Prai.g_01817	Praa.g_01811
OG0000952	Prai.g_01821	Praa.g_01815
OG0000953	Prai.g_01824	Praa.g_01818
OG0000954	Prai.g_01828	Praa.g_01822
OG0000955	Prai.g_01829	Praa.g_01823
OG0000956	Prai.g_01831	Praa.g_01825
OG0000957	Prai.g_01836	Praa.g_01830
OG0000958	Prai.g_01837	Praa.g_01831
OG0000959	Prai.g_01841	Praa.g_01835
OG0000960	Prai.g_01842	Praa.g_01836
OG0000961	Prai.g_01844	Praa.g_01838
OG0000962	Prai.g_01846	Praa.g_01840
OG0000963	Prai.g_01850	Praa.g_01844
OG0000964	Prai.g_01851	Praa.g_01845
OG0000965	Prai.g_01852	Praa.g_01846
OG0000966	Prai.g_01861	Praa.g_01853
OG0000967	Prai.g_01865	Praa.g_01858
OG0000968	Prai.g_01867	Praa.g_01860
OG0000969	Prai.g_01868	Praa.g_01861
OG0000970	Prai.g_01869	Praa.g_01862
OG0000971	Prai.g_01870	Praa.g_01863
OG0000972	Prai.g_01871	Praa.g_01864
OG0000973	Prai.g_01872	Praa.g_01865
OG0000974	Prai.g_01873	Praa.g_01866
OG0000975	Prai.g_01874	Praa.g_01867
OG0000976	Prai.g_01875	Praa.g_01868
OG0000977	Prai.g_01876	Praa.g_01869
OG0000978	Prai.g_01877	Praa.g_01870
OG0000979	Prai.g_01880	Praa.g_01873
OG0000980	Prai.g_01882	Praa.g_01875
OG0000981	Prai.g_01884	Praa.g_01877
OG0000982	Prai.g_01886	Praa.g_01879
OG0000983	Prai.g_01887	Praa.g_01880
OG0000984	Prai.g_01888	Praa.g_01881
OG0000985	Prai.g_01891	Praa.g_01884
OG0000986	Prai.g_01893	Praa.g_01886
OG0000987	Prai.g_01894	Praa.g_01887
OG0000988	Prai.g_01897	Praa.g_01890
OG0000989	Prai.g_01900	Praa.g_01893
OG0000990	Prai.g_01903	Praa.g_01896
OG0000991	Prai.g_01904	Praa.g_01897
OG0000992	Prai.g_01906	Praa.g_01899
OG0000993	Prai.g_01907	Praa.g_01900
OG0000994	Prai.g_01908	Praa.g_01901
OG0000995	Prai.g_01912	Praa.g_01905
OG0000996	Prai.g_01913	Praa.g_01906
OG0000997	Prai.g_01914	Praa.g_01907
OG0000998	Prai.g_01916	Praa.g_01909
OG0000999	Prai.g_01917	Praa.g_01910
OG0001000	Prai.g_01920	Praa.g_01913
OG0001001	Prai.g_01922	Praa.g_01915
OG0001002	Prai.g_01926	Praa.g_01919
OG0001003	Prai.g_01928	Praa.g_01920
OG0001004	Prai.g_01929	Praa.g_01921
OG0001005	Prai.g_01930	Praa.g_01922
OG0001006	Prai.g_01934	Praa.g_01926
OG0001007	Prai.g_01936	Praa.g_01928
OG0001009	Prai.g_00027	Praa.g_00027
OG0001010	Prai.g_00028	Praa.g_00028
OG0001011	Prai.g_00029	Praa.g_00029
OG0001012	Prai.g_00050	Praa.g_00043
OG0001013	Prai.g_00055	Praa.g_00048
OG0001014	Prai.g_00058	Praa.g_00051
OG0001015	Prai.g_00059	Praa.g_00052
OG0001016	Prai.g_00073	Praa.g_00073
OG0001017	Prai.g_00077	Praa.g_00077
OG0001018	Prai.g_00080	Praa.g_00080
OG0001019	Prai.g_00089	Praa.g_00089
OG0001020	Prai.g_00090	Praa.g_00090
OG0001021	Prai.g_00091	Praa.g_00091
OG0001022	Prai.g_00094	Praa.g_00094
OG0001023	Prai.g_00095	Praa.g_00095
OG0001024	Prai.g_00098	Praa.g_00098
OG0001025	Prai.g_00104	Praa.g_00104
OG0001026	Prai.g_00111	Praa.g_00111
OG0001027	Prai.g_00112	Praa.g_00112
OG0001028	Prai.g_00114	Praa.g_00114
OG0001029	Prai.g_00115	Praa.g_00115
OG0001030	Prai.g_00130	Praa.g_00130
OG0001031	Prai.g_00197	Praa.g_00186
OG0001032	Prai.g_00198	Praa.g_00187
OG0001033	Prai.g_00219	Praa.g_00208
OG0001034	Prai.g_00247	Praa.g_00236
OG0001035	Prai.g_00267	Praa.g_00254
OG0001036	Prai.g_00272	Praa.g_00259
OG0001037	Prai.g_00273	Praa.g_00260
OG0001038	Prai.g_00291	Praa.g_00278
OG0001039	Prai.g_00294	Praa.g_00281
OG0001040	Prai.g_00296	Praa.g_00283
OG0001041	Prai.g_00300	Praa.g_00287
OG0001042	Prai.g_00317	Praa.g_00304
OG0001043	Prai.g_00318	Praa.g_00305
OG0001045	Prai.g_00355	Praa.g_00341
OG0001046	Prai.g_00390	Praa.g_00378
OG0001047	Prai.g_00470	Praa.g_00438
OG0001048	Prai.g_00471	Praa.g_00439
OG0001049	Prai.g_00473	Praa.g_00441
OG0001050	Prai.g_00474	Praa.g_00442
OG0001051	Prai.g_00475	Praa.g_00443
OG0001052	Prai.g_00501	Praa.g_00471
OG0001053	Prai.g_00513	Praa.g_00483
OG0001054	Prai.g_00528	Praa.g_00498
OG0001055	Prai.g_00546	Praa.g_00517
OG0001056	Prai.g_00564	Praa.g_00536
OG0001057	Prai.g_00569	Praa.g_00541
OG0001058	Prai.g_00577	Praa.g_00550
OG0001059	Prai.g_00581	Praa.g_00554
OG0001060	Prai.g_00588	Praa.g_00561
OG0001061	Prai.g_00602	Praa.g_00574
OG0001062	Prai.g_00604	Praa.g_00576
OG0001063	Prai.g_00606	Praa.g_00578
OG0001064	Prai.g_00607	Praa.g_00579
OG0001065	Prai.g_00608	Praa.g_00580
OG0001066	Prai.g_00609	Praa.g_00581
OG0001067	Prai.g_00610	Praa.g_00582
OG0001068	Prai.g_00611	Praa.g_00583
OG0001069	Prai.g_00612	Praa.g_00584
OG0001070	Prai.g_00615	Praa.g_00587
OG0001071	Prai.g_00616	Praa.g_00588
OG0001072	Prai.g_00618	Praa.g_00590
OG0001073	Prai.g_00632	Praa.g_00604
OG0001074	Prai.g_00643	Praa.g_00615
OG0001075	Prai.g_00644	Praa.g_00616
OG0001076	Prai.g_00653	Praa.g_00624
OG0001077	Prai.g_00657	Praa.g_00628
OG0001078	Prai.g_00665	Praa.g_00636
OG0001079	Prai.g_00676	Praa.g_00647
OG0001080	Prai.g_00682	Praa.g_00653
OG0001081	Prai.g_00684	Praa.g_00655
OG0001082	Prai.g_00685	Praa.g_00656
OG0001083	Prai.g_00690	Praa.g_00661
OG0001084	Prai.g_00691	Praa.g_00662
OG0001085	Prai.g_00699	Praa.g_00670
OG0001086	Prai.g_00700	Praa.g_00671
OG0001087	Prai.g_00717	Praa.g_00688
OG0001088	Prai.g_00718	Praa.g_00689
OG0001089	Prai.g_00726	Praa.g_00697
OG0001090	Prai.g_00749	Praa.g_00712
OG0001091	Prai.g_00751	Praa.g_00714
OG0001092	Prai.g_00752	Praa.g_00715
OG0001093	Prai.g_00757	Praa.g_00720
OG0001094	Prai.g_00854	Praa.g_00797
OG0001095	Prai.g_00834	Praa.g_00817
OG0001096	Prai.g_00821	Praa.g_00830
OG0001097	Prai.g_00802	Praa.g_00849
OG0001098	Prai.g_00787	Praa.g_00864
OG0001099	Prai.g_01057	Praa.g_00896
OG0001100	Prai.g_01053	Praa.g_00900
OG0001101	Prai.g_01051	Praa.g_00902
OG0001102	Prai.g_01049	Praa.g_00904
OG0001103	Prai.g_01047	Praa.g_00906
OG0001104	Prai.g_01026	Praa.g_00927
OG0001105	Prai.g_01022	Praa.g_00931
OG0001106	Prai.g_00998	Praa.g_00955
OG0001107	Prai.g_00991	Praa.g_00962
OG0001108	Prai.g_00987	Praa.g_00966
OG0001109	Prai.g_00986	Praa.g_00967
OG0001110	Prai.g_00984	Praa.g_00969
OG0001111	Prai.g_00983	Praa.g_00970
OG0001112	Prai.g_00982	Praa.g_00971
OG0001113	Prai.g_00981	Praa.g_00972
OG0001114	Prai.g_00980	Praa.g_00973
OG0001115	Prai.g_00978	Praa.g_00975
OG0001116	Prai.g_00977	Praa.g_00976
OG0001117	Prai.g_00976	Praa.g_00977
OG0001118	Prai.g_00975	Praa.g_00978
OG0001119	Prai.g_00974	Praa.g_00979
OG0001120	Prai.g_00972	Praa.g_00981
OG0001121	Prai.g_01141	Praa.g_01125
OG0001121	Prai.g_00969	Praa.g_00984
OG0001122	Prai.g_00945	Praa.g_01011
OG0001124	Prai.g_00940	Praa.g_01017
OG0001125	Prai.g_00939	Praa.g_01018
OG0001126	Prai.g_00929	Praa.g_01028
OG0001127	Prai.g_00928	Praa.g_01029
OG0001128	Prai.g_00926	Praa.g_01031
OG0001129	Prai.g_00925	Praa.g_01032
OG0001130	Prai.g_00924	Praa.g_01033
OG0001131	Prai.g_01088	Praa.g_01070
OG0001132	Prai.g_01098	Praa.g_01080
OG0001133	Prai.g_01130	Praa.g_01115
OG0001134	Prai.g_01143	Praa.g_01127
OG0001135	Prai.g_01146	Praa.g_01130
OG0001137	Prai.g_01179	Praa.g_01167
OG0001138	Prai.g_01198	Praa.g_01185
OG0001139	Prai.g_01200	Praa.g_01186
OG0001140	Prai.g_01201	Praa.g_01187
OG0001141	Prai.g_01202	Praa.g_01188
OG0001142	Prai.g_01203	Praa.g_01189
OG0001143	Prai.g_01210	Praa.g_01196
OG0001144	Prai.g_01215	Praa.g_01201
OG0001145	Prai.g_01326	Praa.g_01310
OG0001146	Prai.g_01339	Praa.g_01322
OG0001147	Prai.g_01357	Praa.g_01352
OG0001148	Prai.g_01372	Praa.g_01368
OG0001149	Prai.g_01373	Praa.g_01369
